run_id,order_index,block,model,provider,route,requested_model_id,returned_model_id,endpoint_host,profile_id,burden_level,system_prompt_sha256,user_prompt_sha256,temperature,protocol_sha256,script_commit,tokens_in,tokens_out,raw_response,expected_label,returned_label,correct,malformed,error,timestamp_utc
CAN_COMP_0001,1,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P11,high,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,d099248138af6c8b0bd848748afb7aadd1ab67ca5b4dc05651f1a161a98046be,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,210,1,high,high,high,True,False,,2026-09-17T21:41:01.413564+00:00
CAN_COMP_0005,5,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P14,low,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,900b1fd1d3793c8eb8a7583836ba165f3f710a8c8a58ea06011302066403de98,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,199,1,low,low,low,True,False,,2026-09-17T21:41:01.522394+00:00
CAN_COMP_0007,7,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P19,low,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,b7f22e72c4f4e11cfd97350a4f57d19a73449136da447c201506728d65401c56,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,202,1,low,low,low,True,False,,2026-09-17T21:41:01.562749+00:00
CAN_COMP_0008,8,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P27,low,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,52d500cc1090a4cfab577a708aea41772354bf3cb47328392bc8778e2f646ace,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,197,1,low,low,low,True,False,,2026-09-17T21:41:01.788426+00:00
CAN_COMP_0009,9,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P12,low,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,8a405e973c33066f5adda6e0439dd453df8ee83ae653ecd3ccfb821a2b851624,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,202,1,low,low,low,True,False,,2026-09-17T21:41:01.836566+00:00
CAN_COMP_0011,11,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P25,high,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,0fda877c936c0ef3bb20369080ed83e3b90e73fe26343dcb6deff62a2ae590a0,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,202,1,high,high,high,True,False,,2026-09-17T21:41:01.923141+00:00
CAN_COMP_0013,13,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P19,high,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,85eb003541763f45e6c62d51cc0df8a1fff86e9e979c44a3ee5bb50b4eb4a1ef,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,207,1,high,high,high,True,False,,2026-09-17T21:41:02.241675+00:00
CAN_COMP_0012,12,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P03,low,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,f34305f8046bc1dd36596067600d009b9b9e759f66274e53659b0d2bd43e5b02,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,202,1,low,low,low,True,False,,2026-09-17T21:41:02.359084+00:00
CAN_COMP_0015,15,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P04,high,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,4bca7160810fbaecc5321583e22ea33c7aab201b92c017512b00704a2e68252d,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,201,1,high,high,high,True,False,,2026-09-17T21:41:02.436489+00:00
CAN_COMP_0014,14,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P09,low,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,b6625ad4625a2b4d8af28872e4a6f4e87905d1d51327df473953f1cd9ac62c4c,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,197,1,low,low,low,True,False,,2026-09-17T21:41:02.596295+00:00
CAN_COMP_0017,17,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P14,high,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,c6664a3dbcf0ee0c5c895fa6dd90e2b0620209ec66bbda8fcadf498ed366c070,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,204,1,high,high,high,True,False,,2026-09-17T21:41:02.847175+00:00
CAN_COMP_0010,10,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P08,high,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,91643e750b9869abcbed5ef2c3b1f4cee117305c3883ecdabfad76645f42363c,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,205,1,high,high,high,True,False,,2026-09-17T21:41:03.000986+00:00
CAN_COMP_0016,16,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P16,high,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,e0620b1c9ea1ae3b484db7fd03d66ee9265d8c437548147a120046ab836de3aa,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,202,1,high,high,high,True,False,,2026-09-17T21:41:03.002167+00:00
CAN_COMP_0018,18,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P06,high,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,c65d644fbb5310b6e056f9ac66cb6c317e26fedc65868e24a93e86c788ea99f7,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,201,1,high,high,high,True,False,,2026-09-17T21:41:03.037748+00:00
CAN_COMP_0019,19,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P21,high,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,7841541ea1c9580c6b3242e97baf0b7776d5d73c310bb88200e345a44e24a5a8,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,207,1,high,high,high,True,False,,2026-09-17T21:41:03.078827+00:00
CAN_COMP_0020,20,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P26,low,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,5920c207d1a8d7a94c8ce63e19cbb4e94ff012c13dc6c00994b3320addd1d678,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,200,1,low,low,low,True,False,,2026-09-17T21:41:03.486959+00:00
CAN_COMP_0025,25,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P05,high,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,004c5acf7459e1bd0be858ee1bcf594981d442bb19f24f4eb6a9ae493657248b,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,204,1,high,high,high,True,False,,2026-09-17T21:41:03.663089+00:00
CAN_COMP_0021,21,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P18,low,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,1da7f4063ffe485e5fc22ae83d00e143dc303e11b0c6d4a076da8eeeacf98263,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,197,1,low,low,low,True,False,,2026-09-17T21:41:03.676360+00:00
CAN_COMP_0022,22,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P06,low,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,d171e9fa1ff9c0418ca8d913879a4fbbea6329e1075aa5dd0e2c302aff1f2740,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,196,1,low,low,low,True,False,,2026-09-17T21:41:03.687062+00:00
CAN_COMP_0023,23,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P25,low,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,a455a4b926a093839be03f11847043ef34bcdfb46d2a3993f4da6cede2f8fa4a,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,197,1,low,low,low,True,False,,2026-09-17T21:41:03.772937+00:00
CAN_COMP_0024,24,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P20,low,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,9957f64d776551c0899d078adf91caa17bcb9a64b2f867a6bbf0bd6d98859a35,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,205,1,low,low,low,True,False,,2026-09-17T21:41:03.888163+00:00
CAN_COMP_0026,26,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P09,high,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,8770f23906a88b8c8d22224d470d798882cb0b55b70e1341af38e3586584a972,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,202,1,high,high,high,True,False,,2026-09-17T21:41:04.011933+00:00
CAN_COMP_0027,27,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P24,high,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,b7dcb0e1b1126ebfd6c5079d0ba39f1053b42f3b62526ac4357db1f81640dafb,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,201,1,high,high,high,True,False,,2026-09-17T21:41:04.256706+00:00
CAN_COMP_0029,29,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P02,high,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,5588f35a7a7c293cce3c520775398760fed2397ad253a1cad84e83f1199507e0,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,210,1,high,high,high,True,False,,2026-09-17T21:41:04.314359+00:00
CAN_COMP_0028,28,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P15,high,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,c3c852ac9d10416a4cce1e79b9ae0fcb0213bd1bfa3d6d76b54e8a4631e69cdd,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,201,1,high,high,high,True,False,,2026-09-17T21:41:04.379313+00:00
CAN_COMP_0030,30,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P23,high,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,dcc590f9ea08a30430371530ffbc766df8df5a931682871b5f9c6096d0993718,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,204,1,high,high,high,True,False,,2026-09-17T21:41:04.426917+00:00
CAN_COMP_0031,31,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P17,high,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,f9afccde1c2f72d2b7d267dda772718d724865f237b72a7c92e75c91845f22ed,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,205,1,high,high,high,True,False,,2026-09-17T21:41:04.481055+00:00
CAN_COMP_0032,32,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P26,high,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,73cde6fd2732d3ed764bafe54411400240c77fb643daf4941ae0c48b9135d436,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,205,1,high,high,high,True,False,,2026-09-17T21:41:04.830673+00:00
CAN_COMP_0033,33,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P05,low,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,1648a0fb85a1f40a5a9bd8e984ba658a2b3c17ae9a84b714e631661ba7934280,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,199,1,low,low,low,True,False,,2026-09-17T21:41:04.849705+00:00
CAN_COMP_0034,34,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P15,low,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,b74159387786fac2df7bc5c30ab21d26fd3b61863e1419c6f74e7991650dac96,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,196,1,low,low,low,True,False,,2026-09-17T21:41:05.019437+00:00
CAN_COMP_0037,37,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P07,high,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,388d23619ea2643944395c36cc6e5dc33ac5f3e600ed14ef2f5d171dc682e694,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,202,1,high,high,high,True,False,,2026-09-17T21:41:05.020439+00:00
CAN_COMP_0039,39,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P13,high,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,ba2ebf652a721702ec9c5affa9457017c7a39e650edafc63c96b29df379b9cd7,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,201,1,high,high,high,True,False,,2026-09-17T21:41:05.044417+00:00
CAN_COMP_0035,35,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P10,low,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,109cf77fcc25bc4570b122b79b4d4850b00c34dfc0f19996105c4c9aa137f8ea,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,202,1,low,low,low,True,False,,2026-09-17T21:41:05.183763+00:00
CAN_COMP_0040,40,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P02,low,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,feb170cb5350fc6386cf8db2e5d5e21734d1b73328df3cd2aea5b22f12995a83,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,205,1,low,low,low,True,False,,2026-09-17T21:41:05.445264+00:00
CAN_COMP_0041,41,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P10,high,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,95d2c1435d02b948f19d2b619c392b8973bedc258023edcacc23186e911f4dec,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,207,1,high,high,high,True,False,,2026-09-17T21:41:05.450487+00:00
CAN_COMP_0042,42,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P12,high,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,7f11826b16a0f4beb84a724e51d10f53a41a747470713e3404d94d6559075f4b,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,207,1,high,high,high,True,False,,2026-09-17T21:41:05.662583+00:00
CAN_COMP_0044,44,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P27,high,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,126e30bb37e82a07a489b22bb12e2ce813cfdb72414c1582ef264e539a1706dd,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,202,1,high,high,high,True,False,,2026-09-17T21:41:05.673889+00:00
CAN_COMP_0043,43,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P08,low,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,53b9cd037eaac9f182af8ad613aca33aa3516bafb1973f2b65ec41e1270e5ddc,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,200,1,low,low,low,True,False,,2026-09-17T21:41:05.682523+00:00
CAN_COMP_0045,45,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P07,low,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,acb708c632af1d4be84bc019e6a4eda1d81b1601696d4d4ec94e4e4d1745c4a9,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,197,1,low,low,low,True,False,,2026-09-17T21:41:05.926712+00:00
CAN_COMP_0047,47,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P24,low,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,5d8637c2cfb5925cd4122be4419687ba452f34a38fd881930efcd86119c7ce29,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,196,1,low,low,low,True,False,,2026-09-17T21:41:06.072146+00:00
CAN_COMP_0046,46,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P17,low,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,ba9e864556075f9e158107c04f9248eb3e2c3655f2bcf793f9e50cfe3f471f97,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,200,1,low,low,low,True,False,,2026-09-17T21:41:06.139236+00:00
CAN_COMP_0050,50,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P03,high,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,ce0c579324bc9b87e0164df96aa33ef3d6f03ba3d622ef06cbde9adaaec9b216,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,207,1,high,high,high,True,False,,2026-09-17T21:41:06.253541+00:00
CAN_COMP_0049,49,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P20,high,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,36aa1022d6611b38a659eea29c94203ae743ce41b081832a138707aadd7658f1,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,210,1,high,high,high,True,False,,2026-09-17T21:41:06.267729+00:00
CAN_COMP_0051,51,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P22,high,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,7b02f681384f068b440afbcbb73ce7f7098d90066805e0cec3b97255c8042aae,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,201,1,high,high,high,True,False,,2026-09-17T21:41:06.707565+00:00
CAN_COMP_0052,52,comp,GPT-4.1,OpenAI,openai,gpt-4.1,gpt-4.1-2025-04-14,api.openai.com,P21,low,4bf68c6c4da0a644e4c1ddb43bddbb0d9fa549ed7a978fccad5d8e2fa8107a04,61d16a320f7ac1626519b258951c8b75ef5ec7edb796bbe0603bd8a75f67b2b2,0.0,35254266befaaa1edcab22a6f7d0d998d74f4055c21a953dc949d8f76c59e1f2,b076364,202,1,low,low,low,True,False,,2026-09-17T21:41:06.712985+00:00
